word_punct;word_no_punct;text_nr;trial_nr
Polizisten.;Polizisten;text_10;249
Der;Der;text_10;250
Frage,;Frage;text_10;251
was;was;text_10;252
Heavy;Heavy;text_10;253
Metal;Metal;text_10;254
und;und;text_10;255
Satanismus;Satanismus;text_10;256
miteinander;miteinander;text_10;257
zu;zu;text_10;258
tun;tun;text_10;259
haben,;haben;text_10;260
weicht;weicht;text_10;261
er;er;text_10;262
aus.;aus;text_10;263
Adnan;Adnan;text_10;264
hat;hat;text_10;265
vor;vor;text_10;266
einiger;einiger;text_10;267
Zeit;Zeit;text_10;268
versucht,;versucht;text_10;269
die;die;text_10;270
Polizei;Polizei;text_10;271
zu;zu;text_10;272
einem;einem;text_10;273
Konzert;Konzert;text_10;274
einzuladen.;einzuladen;text_10;275
Er;Er;text_10;276
dachte,;dachte;text_10;277
wenn;wenn;text_10;278
die;die;text_10;279
Polizisten;Polizisten;text_10;280
mehr;mehr;text_10;281
über;über;text_10;282
sie;sie;text_10;283
wüssten,;wüssten;text_10;284
hätten;hätten;text_10;285
sie;sie;text_10;286
auch;auch;text_10;287
keine;keine;text_10;288
Probleme;Probleme;text_10;289
mehr;mehr;text_10;290
mit;mit;text_10;291
ihnen.;ihnen;text_10;292
Aber;Aber;text_10;293
auf;auf;text_10;294
seinen;seinen;text_10;295
Brief;Brief;text_10;296
bekam;bekam;text_10;297
er;er;text_10;298
keine;keine;text_10;299
Antwort.;Antwort;text_10;300
